	Choanocyte	Archaeocyte	Pinacocyte
Aqu2.1.35822_001	1.317773463	0.722220711	0.55913746
Aqu2.1.35830_001	1.156823123	0.785655807	0.624471241
Aqu2.1.35835_001	1.702966453	0.684714529	0.636537958
Aqu2.1.35836_001	11.58899932	10.97884735	11.39798704
Aqu2.1.35837_001	1.222697758	1.177583159	1.135156557
Aqu2.1.35845_001	1.038119818	0.524274808	0.876143519
Aqu2.1.35859_001	1.269894495	0.461111593	0.857474332
Aqu2.1.35867_001	0.975116407	0.422242994	0.857474332
Aqu2.1.35873_001	1.029756521	0.595035735	0.350724222
Aqu2.1.35907_001	1.803499108	1.20813123	0.890829679
Aqu2.1.35910_001	1.960329516	1.940792462	1.27256479
Aqu2.1.35925_001	5.153845728	2.704164816	4.303762607
Aqu2.1.35926_001	2.421335956	3.527989563	2.615590318
Aqu2.1.35928_001	1.809231577	3.7107952	2.969423025
Aqu2.1.35931_001	2.010175034	3.329067298	2.807321496
Aqu2.1.35932_001	2.539874208	4.056071365	2.970878742
Aqu2.1.35933_001	4.890820111	3.596985739	4.576537116
Aqu2.1.35934_001	4.527557755	5.001824545	5.239222772
Aqu2.1.35935_001	2.819398721	3.34539536	3.138565385
Aqu2.1.35936_001	1.473086141	1.842312083	2.480858949
Aqu2.1.35937_001	1.312126259	2.075168728	1.06859345
Aqu2.1.35940_001	2.23110006	3.664665685	2.827880197
Aqu2.1.35941_001	3.422449472	4.890656688	4.158864251
Aqu2.1.35942_001	2.221939501	1.798788265	2.816319289
Aqu2.1.35943_001	3.859770765	2.378398806	1.633771087
Aqu2.1.35945_001	1.99823387	3.48714354	2.593387965
Aqu2.1.35946_001	1.797987038	3.71180142	3.102593325
Aqu2.1.35947_001	1.569765133	3.323417642	1.887358104
Aqu2.1.35949_001	2.879915883	0.747916474	0.55913746
Aqu2.1.35951_001	2.268826798	0.850164718	0.350724222
Aqu2.1.35952_001	0.98844325	1.275058933	1.084847056
Aqu2.1.35953_001	1.625128407	3.153541866	2.166929396
Aqu2.1.35954_001	2.206274928	3.437102442	3.78318889
Aqu2.1.35955_001	4.267335439	0.89566497	1.512323819
Aqu2.1.35956_001	2.498312614	0.710635424	1.059160001
Aqu2.1.35957_001	4.77346783	1.751286475	1.909467984
Aqu2.1.35958_001	2.879959065	0.962480506	2.554299727
Aqu2.1.35959_001	4.281576913	3.748054785	3.07345526
Aqu2.1.35960_001	4.089054271	5.210425984	3.522705025
Aqu2.1.35961_001	3.082557668	3.376576683	3.407799751
Aqu2.1.35962_001	1.490513527	0.503237927	1.625594662
Aqu2.1.35963_001	3.103460183	3.883884146	3.81582527
Aqu2.1.35965_001	2.476753145	2.733125046	2.735863951
Aqu2.1.35966_001	5.339095145	4.717995527	4.581001827
Aqu2.1.35967_001	2.704157778	4.293335073	3.470847299
Aqu2.1.35968_001	0.350724222	1.033079945	0.350724222
Aqu2.1.35969_001	1.121742024	2.83194165	1.09777995
Aqu2.1.35970_001	0.84496489	2.344388727	2.361087748
Aqu2.1.35972_001	2.688679796	0.761358114	0.549231574
Aqu2.1.35973_001	1.973478405	1.166013061	1.982568223
Aqu2.1.35977_001	2.189212234	0.832434029	0.870010691
Aqu2.1.35978_001	3.553392526	0.422767118	0.578145714
Aqu2.1.35979_001	1.568601349	0.984916313	3.524069287
Aqu2.1.35980_001	0.981069439	0.593430451	0.832157071
Aqu2.1.35981_001	4.025809554	2.816519838	1.924726001
Aqu2.1.35982_001	2.056131244	0.350724222	0.350724222
Aqu2.1.35983_001	2.810690265	3.959558272	3.404137336
Aqu2.1.35984_001	7.039079408	8.500068376	7.456049743
Aqu2.1.35985_001	1.945628203	1.287645023	1.062035355
Aqu2.1.35986_001	1.440472457	2.536718375	1.149404672
Aqu2.1.35987_001	5.188813569	3.154004587	4.480388392
Aqu2.1.35988_001	1.317140799	3.032632817	3.031079164
Aqu2.1.35989_001	4.704422568	0.750837848	1.210396224
Aqu2.1.35990_001	1.198961623	0.875801263	1.255307872
Aqu2.1.35991_001	1.35065646	1.281562131	2.919753382
Aqu2.1.35992_001	1.589046857	1.900233296	3.372094634
Aqu2.1.35993_001	2.426867319	2.739369838	2.454345091
Aqu2.1.35994_001	4.836272327	1.529872657	2.104084425
Aqu2.1.35995_001	4.656689422	4.796726771	4.407854463
Aqu2.1.35996_001	0.720662907	0.756789699	0.747186773
Aqu2.1.35997_001	3.687444044	1.9607895	1.784967856
Aqu2.1.35998_001	4.94111159	3.110296767	3.748288234
Aqu2.1.35999_001	4.542239208	4.078982026	4.803262055
Aqu2.1.36001_001	0.844152202	1.474645409	1.150017136
Aqu2.1.36002_001	1.465845005	2.311045282	2.485975611
Aqu2.1.36003_001	1.612003729	2.639779349	0.870010691
Aqu2.1.36004_001	2.621350718	3.341884699	3.771291073
Aqu2.1.36006_001	1.991968619	2.341201595	2.690173526
Aqu2.1.36007_001	1.03351078	0.842771271	1.962709076
Aqu2.1.36008_001	0.695233973	2.552741982	1.604733808
Aqu2.1.36009_001	3.140229819	1.208092959	3.197907599
Aqu2.1.36010_001	4.316392893	4.920261466	4.768164587
Aqu2.1.36011_001	2.376745383	3.300035891	3.447650108
Aqu2.1.36012_001	4.086751687	3.062632009	3.900040159
Aqu2.1.36013_001	2.773622143	3.205052464	4.653149436
Aqu2.1.36014_001	4.135509813	2.990834411	3.820066502
Aqu2.1.36015_001	8.145548453	7.210974343	8.130385652
Aqu2.1.36016_001	4.302412527	4.735933945	4.457480258
Aqu2.1.36017_001	4.115923654	3.442066893	4.108987432
Aqu2.1.36018_001	1.893541655	3.518735379	2.482112034
Aqu2.1.36019_001	0.773023924	1.773506319	1.946319815
Aqu2.1.36020_001	4.110991887	4.468909657	4.062388181
Aqu2.1.36021_001	1.529645183	3.316589869	3.04099486
Aqu2.1.36022_001	1.820509593	2.989892721	2.371009232
Aqu2.1.36023_001	6.966419358	5.169967055	5.117971028
Aqu2.1.36025_001	2.933366488	2.285447509	2.464363572
Aqu2.1.36026_001	1.185054789	1.876935745	1.723017477
Aqu2.1.36027_001	1.633051913	0.434379455	0.667301178
Aqu2.1.36028_001	6.911773965	5.877039678	6.643891308
Aqu2.1.36029_001	4.08508413	5.763988522	4.968294806
Aqu2.1.36030_001	0.940688052	0.648238888	0.549231574
Aqu2.1.36032_001	4.64842	3.688545018	3.778767248
Aqu2.1.36033_001	4.551634785	2.413781549	2.65045793
Aqu2.1.36034_001	0.816504472	0.350724222	0.350724222
Aqu2.1.36035_001	2.391556855	1.175228853	1.724582765
Aqu2.1.36036_001	5.210291976	2.824948088	3.55938867
Aqu2.1.36037_001	0.735792877	1.026919189	0.350724222
Aqu2.1.36039_001	1.226841909	0.616625008	0.800231252
Aqu2.1.36040_001	2.338625451	3.944851572	3.621933556
Aqu2.1.36042_001	1.562952828	1.60789067	2.251153559
Aqu2.1.36047_001	1.660857766	1.094711064	2.052766182
Aqu2.1.36049_001	0.650337624	0.441299412	1.339857208
Aqu2.1.36050_001	0.754865061	1.619585884	0.578145714
Aqu2.1.36051_001	1.930114308	2.774454094	2.070470334
Aqu2.1.36052_001	0.799801071	1.538679724	1.621519615
Aqu2.1.36053_001	0.350724222	0.688831315	0.578145714
Aqu2.1.36054_001	4.52821918	5.506904528	4.559962445
Aqu2.1.36055_001	2.487901963	3.223273257	2.480281776
Aqu2.1.36058_001	0.495634014	0.652179223	0.350724222
Aqu2.1.36059_001	1.012895697	0.44977749	0.350724222
Aqu2.1.36061_001	1.187544853	1.214059755	2.219281392
Aqu2.1.36062_001	1.720882447	1.873827782	2.897304008
Aqu2.1.36064_001	2.550279281	2.345752294	1.64044149
Aqu2.1.36065_001	4.877178412	3.585638959	3.553582491
Aqu2.1.36066_001	2.803742191	1.883523923	1.882863765
Aqu2.1.36069_001	0.954609432	2.818676562	2.118211218
Aqu2.1.36070_001	1.180894959	1.190387338	1.36467472
Aqu2.1.36073_001	1.827748089	2.792617992	1.936115196
Aqu2.1.36074_001	1.861235152	4.26748424	5.765845407
Aqu2.1.36075_001	2.909478068	4.793741366	4.305599536
Aqu2.1.36076_001	4.256083256	0.962337898	1.479061667
Aqu2.1.36077_001	3.756450018	4.73313461	4.31124275
Aqu2.1.36080_001	4.495252069	4.88831482	4.793939764
Aqu2.1.36081_001	3.624742935	3.537330167	3.774787196
Aqu2.1.36082_001	0.992470623	0.808676655	0.636537958
Aqu2.1.36084_001	0.755555977	0.955823138	0.804891345
Aqu2.1.36085_001	1.942990454	3.454316275	2.374564514
Aqu2.1.36091_001	0.654068435	1.374196813	1.498336946
Aqu2.1.36093_001	4.879082256	4.895313406	4.764297775
Aqu2.1.36095_001	2.206054928	3.914727568	2.184104969
Aqu2.1.36096_001	2.83072253	5.16324619	4.673237287
Aqu2.1.36097_001	1.667634018	3.542557522	3.945651984
Aqu2.1.36098_001	2.249398288	2.309730188	1.659852799
Aqu2.1.36099_001	1.026028967	1.144155037	1.62480358
Aqu2.1.36100_001	3.121271	1.743606447	1.940206079
Aqu2.1.36101_001	4.428970581	3.796001014	4.819868335
Aqu2.1.36102_001	0.65498	1.726377043	1.417914775
Aqu2.1.36103_001	1.769174498	0.506886842	0.624471241
Aqu2.1.36104_001	2.597034029	4.106479239	3.323068506
Aqu2.1.36105_001	5.316672731	6.727893483	6.089184267
Aqu2.1.36106_001	3.3409846	3.356957565	4.800763567
Aqu2.1.36107_001	2.774840429	2.72038131	2.183855002
Aqu2.1.36108_001	2.435491766	2.347448644	3.06540675
Aqu2.1.36109_001	7.653171601	5.816367994	5.900893427
Aqu2.1.36111_001	3.673915271	4.09192206	3.186595686
Aqu2.1.36114_001	3.415614965	3.98256727	4.1780071
Aqu2.1.36115_001	5.252034717	1.287112812	1.984619588
Aqu2.1.36116_001	1.179790286	0.857290049	0.678436929
Aqu2.1.36117_001	3.578981177	5.300008414	5.548161771
Aqu2.1.36118_001	4.050139151	5.050179946	4.326203102
Aqu2.1.36119_001	2.481670505	3.690522929	2.874999582
Aqu2.1.36122_001	2.25951307	3.750656268	2.843802433
Aqu2.1.36123_001	1.940566206	2.875853948	1.836096597
Aqu2.1.36125_001	5.613847624	3.965175909	4.919875715
Aqu2.1.36126_001	4.931480324	6.447082343	5.740107076
Aqu2.1.36127_001	3.356482601	1.830370189	1.225316331
Aqu2.1.36128_001	4.187115125	3.669458986	5.420851933
Aqu2.1.36129_001	1.755187632	3.456619633	2.548075576
Aqu2.1.36130_001	4.280063359	2.746107979	3.519740593
Aqu2.1.36131_001	7.02379148	6.26248482	6.103952646
Aqu2.1.36132_001	3.237692514	2.481727431	1.009782644
Aqu2.1.36133_001	2.668031301	2.487305203	2.629460372
Aqu2.1.36134_001	1.089960018	0.826869249	1.391027004
Aqu2.1.36135_001	1.622805191	3.547702003	2.960633365
Aqu2.1.36136_001	0.350724222	1.480950015	1.159869777
Aqu2.1.36137_001	1.141323163	3.054116008	1.879336649
Aqu2.1.36138_001	0.543227364	1.708591625	1.361811457
Aqu2.1.36139_001	1.151832467	2.820509296	2.17475767
Aqu2.1.36140_001	6.731776347	4.785873034	6.567499601
Aqu2.1.36141_001	2.179224116	0.667529635	1.307289938
Aqu2.1.36142_001	6.969541915	2.378004559	3.54275029
Aqu2.1.36144_001	4.721258294	4.112410749	5.69523107
Aqu2.1.36145_001	1.123504552	1.703781708	1.230779083
Aqu2.1.36146_001	2.142207205	3.329045133	2.323408431
Aqu2.1.36148_001	1.26777023	0.898874021	0.500326654
Aqu2.1.36149_001	3.685025584	3.834857226	4.647014169
Aqu2.1.36150_001	3.62652062	2.802173287	3.102108864
Aqu2.1.36151_001	2.315289687	2.530157602	1.808618269
Aqu2.1.36152_001	2.297825802	2.80337609	1.987678278
Aqu2.1.36153_001	2.899947097	2.624138486	2.520075178
Aqu2.1.36154_001	1.557908956	3.363432074	3.458390607
Aqu2.1.36155_001	1.567286681	0.623530992	1.159869777
Aqu2.1.36156_001	3.053368517	3.975981102	3.467459525
Aqu2.1.36157_001	2.001218766	1.105421687	1.34026899
Aqu2.1.36158_001	2.047076541	2.360099305	2.302193199
Aqu2.1.36159_001	4.379608265	2.591055406	2.111089609
Aqu2.1.36160_001	4.544243617	2.690976444	4.440787874
Aqu2.1.36161_001	2.259794113	0.451509625	0.693967597
Aqu2.1.36162_001	3.919053226	2.326569368	2.40109297
Aqu2.1.36163_001	3.026926861	3.671330074	3.046522343
Aqu2.1.36164_001	2.440197208	2.216014796	1.929348996
Aqu2.1.36165_001	5.766450232	4.622943528	4.401459437
Aqu2.1.36166_001	2.868831267	2.247073822	1.853153721
Aqu2.1.36167_001	4.864203993	2.341166293	0.948981198
Aqu2.1.36168_001	4.648333807	3.053803247	3.795622626
Aqu2.1.36169_001	3.032901131	4.672152395	3.602449856
Aqu2.1.36170_001	2.123983036	0.461959307	1.68849693
Aqu2.1.36171_001	5.374325368	2.647881751	2.143658336
Aqu2.1.36172_001	4.152659187	1.33381315	2.79427379
Aqu2.1.36173_001	4.99248173	1.93735619	2.191682402
Aqu2.1.36174_001	4.620184318	1.259509643	1.667197676
Aqu2.1.36175_001	1.084453453	0.350724222	0.350724222
Aqu2.1.36176_001	5.262731025	4.499164992	4.826432237
Aqu2.1.36177_001	2.667404977	0.415908851	0.350724222
Aqu2.1.36178_001	2.269046998	0.350724222	0.350724222
Aqu2.1.36179_001	2.045924899	0.846297992	1.959161909
Aqu2.1.36180_001	5.311383106	3.745268716	5.407422392
Aqu2.1.36181_001	3.817696162	0.577456448	0.773346265
Aqu2.1.36182_001	2.183952015	2.645471547	3.82572102
Aqu2.1.36184_001	2.68917078	3.075746962	2.27705173
Aqu2.1.36185_001	1.349094448	1.985795172	1.219042846
Aqu2.1.36186_001	4.105965079	3.186475241	4.329104656
Aqu2.1.36187_001	3.564273656	2.918948265	3.162851763
Aqu2.1.36188_001	1.122201361	0.492238209	0.548679421
Aqu2.1.36190_001	1.994298557	2.704051867	1.716763633
Aqu2.1.36191_001	2.194337937	3.449037817	1.735905296
Aqu2.1.36193_001	1.606416172	3.367082816	3.094780617
Aqu2.1.36194_001	3.482493317	3.754342998	3.544993404
Aqu2.1.36198_001	1.576379892	3.474921781	1.740762883
Aqu2.1.36199_001	5.20299402	4.762670869	5.492337282
Aqu2.1.36200_001	4.661292144	3.510186368	4.555389931
Aqu2.1.36201_001	2.838260226	1.361649625	1.936399649
Aqu2.1.36202_001	1.737299754	2.312252468	1.968361067
Aqu2.1.36203_001	0.600787439	1.808922439	0.737614685
Aqu2.1.36204_001	1.381429593	3.11531882	2.742487649
Aqu2.1.36205_001	2.618079444	4.43931355	3.416040968
Aqu2.1.36206_001	2.511514771	1.755975822	1.007164443
Aqu2.1.36207_001	0.893071243	0.68753939	1.351625024
Aqu2.1.36208_001	0.600640808	0.601058554	0.350724222
Aqu2.1.36209_001	3.304499035	4.217209213	2.898473997
Aqu2.1.36210_001	4.839474447	1.256138429	2.411908288
Aqu2.1.36211_001	1.69450537	0.501580353	0.548679421
Aqu2.1.36212_001	3.368518564	1.202040138	1.366431757
Aqu2.1.36213_001	1.545732957	3.159897173	3.054824768
Aqu2.1.36214_001	3.152162029	4.288944354	3.776571014
Aqu2.1.36215_001	3.470125472	5.609932011	4.510740751
Aqu2.1.36216_001	2.776155914	4.162683084	4.332742926
Aqu2.1.36217_001	1.137032575	0.749798021	0.578145714
Aqu2.1.36218_001	0.455251659	0.846925689	0.578145714
Aqu2.1.36219_001	2.945042436	4.489970987	3.602078746
Aqu2.1.36220_001	3.533021249	4.074727049	3.802222524
Aqu2.1.36221_001	2.549026258	3.06854203	1.129697491
Aqu2.1.36222_001	1.243400859	3.187466541	2.625973326
Aqu2.1.36223_001	6.944177454	5.516193645	5.064731361
Aqu2.1.36224_001	2.359832407	2.465528192	2.263314825
Aqu2.1.36225_001	4.592408321	1.980556198	2.517295896
Aqu2.1.36226_001	2.847392424	3.974504735	3.319853458
Aqu2.1.36227_001	4.519174316	2.94030902	2.980323141
Aqu2.1.36228_001	5.522139772	4.607993461	4.148533643
Aqu2.1.36229_001	0.571228309	0.437386906	0.996577773
Aqu2.1.36231_001	1.327902559	1.5773767	1.303565432
Aqu2.1.36233_001	3.793075349	4.340133283	2.969758074
Aqu2.1.36234_001	6.689717024	4.902074003	4.789951475
Aqu2.1.36235_001	2.723876753	3.694445227	4.019665054
Aqu2.1.36236_001	2.626480921	4.067409162	3.25148263
Aqu2.1.36237_001	3.780447358	2.942581188	3.170262076
Aqu2.1.36238_001	3.267169106	2.020884765	2.118121723
Aqu2.1.36239_001	2.224226705	2.161273347	2.220776126
Aqu2.1.36240_001	4.93195676	4.340855665	4.832050366
Aqu2.1.36241_001	4.741644113	5.888206588	5.327305165
Aqu2.1.36242_001	6.31844626	4.175191614	5.797506601
Aqu2.1.36243_001	2.372676429	3.139899356	1.938053655
Aqu2.1.36245_001	2.666053496	3.844434321	2.828316398
Aqu2.1.36246_001	4.29831343	1.444175555	1.984589688
Aqu2.1.36247_001	3.334019101	4.12888141	3.817642788
Aqu2.1.36248_001	3.488183574	3.739121176	2.693718095
Aqu2.1.36249_001	2.644220002	4.14868247	2.954733924
Aqu2.1.36250_001	0.981861657	3.04235138	1.906417866
Aqu2.1.36251_001	0.600843951	1.003633662	1.555665912
Aqu2.1.36252_001	3.822633072	5.480546436	4.645706122
Aqu2.1.36253_001	3.294321957	2.707050089	3.942445865
Aqu2.1.36254_001	1.391229923	3.463683607	3.113013795
Aqu2.1.36255_001	2.734804725	1.520275642	1.42644516
Aqu2.1.36256_001	3.701250389	3.637635376	3.539276505
Aqu2.1.36257_001	5.200822499	5.778022913	6.457808668
Aqu2.1.36258_001	1.463408441	2.912193096	3.007167829
Aqu2.1.36259_001	3.611973923	4.407569341	4.682671241
Aqu2.1.36260_001	3.266193458	3.688857479	3.060331122
Aqu2.1.36261_001	3.203277573	4.139391058	3.891048243
Aqu2.1.36262_001	4.920186933	5.557530201	4.877684072
Aqu2.1.36263_001	4.807995187	6.609533563	5.297819412
Aqu2.1.36264_001	3.209267728	4.910802469	4.308891851
Aqu2.1.36265_001	1.489877245	3.730846499	2.844118824
Aqu2.1.36266_001	3.728362082	2.449700578	2.806898611
Aqu2.1.36267_001	1.733491015	0.651010805	2.371860521
Aqu2.1.36268_001	6.089942713	4.56861111	4.033942466
Aqu2.1.36269_001	1.612169579	2.460810833	2.856094813
Aqu2.1.36270_001	2.445805825	2.244967699	4.04107396
Aqu2.1.36271_001	0.438699927	0.722409854	0.548679421
Aqu2.1.36272_001	2.897810699	3.104375206	4.392081794
Aqu2.1.36273_001	2.968951371	4.458867819	3.786416946
Aqu2.1.36274_001	0.350724222	1.461639594	1.165077158
Aqu2.1.36275_001	4.895983739	3.066579132	1.770754298
Aqu2.1.36276_001	7.405894387	2.256306787	3.790135403
Aqu2.1.36277_001	5.270415321	4.643935543	5.186889996
Aqu2.1.36278_001	3.36357455	2.834355794	2.790743448
Aqu2.1.36279_001	3.111851036	3.673015817	4.347284851
Aqu2.1.36280_001	5.978994	8.00867155	6.8672306
Aqu2.1.36281_001	5.647344712	6.257189493	5.85022683
Aqu2.1.36282_001	2.30962873	3.078518522	2.490783844
Aqu2.1.36283_001	1.306545402	1.133325319	3.362158247
Aqu2.1.36284_001	3.733199935	5.300816395	5.042176215
Aqu2.1.36285_001	1.920932466	4.092124721	3.510196222
Aqu2.1.36287_001	5.58108131	5.263670787	4.640940132
Aqu2.1.36288_001	3.300631976	2.014091787	0.980723781
Aqu2.1.36289_001	1.704399279	1.518813747	1.41260853
Aqu2.1.36290_001	6.006762316	2.018377518	2.089139751
Aqu2.1.36291_001	6.659873002	7.065577849	7.501441044
Aqu2.1.36292_001	1.224724374	3.255579163	2.257274903
Aqu2.1.36293_001	2.494307863	3.443980117	3.110000541
Aqu2.1.36294_001	5.697689433	5.28648033	6.224417874
Aqu2.1.36295_001	1.683274888	0.853779605	1.131766796
Aqu2.1.36296_001	5.932844965	5.166501127	5.833696717
Aqu2.1.36298_001	1.407571557	0.882675112	0.624471241
Aqu2.1.36325_001	1.017284734	0.496796781	1.159759931
Aqu2.1.36343_001	1.4680648	1.011059958	1.000767757
Aqu2.1.36345_001	1.345888588	0.789556041	0.350724222
Aqu2.1.36349_001	0.839349213	0.735073073	0.6023965
Aqu2.1.36372_001	1.02294051	0.400369586	0.857474332
Aqu2.1.36384_001	4.703538718	1.820625829	2.422300221
Aqu2.1.36385_001	1.21584435	2.239102781	1.17146049
Aqu2.1.36386_001	1.577027233	0.512052767	0.350724222
Aqu2.1.36390_001	1.213093568	2.533346882	1.63416136
Aqu2.1.36392_001	2.094624148	0.632409197	0.548679421
Aqu2.1.36393_001	0.513498082	1.301393195	0.736438846
Aqu2.1.36394_001	7.624782811	2.538270455	3.198159054
Aqu2.1.36395_001	1.621115091	3.272006664	2.372669504
Aqu2.1.36396_001	0.57256172	2.194814609	1.808470379
Aqu2.1.36399_001	2.239242778	2.348311835	2.577256354
Aqu2.1.36400_001	4.335114349	0.848634375	1.293054644
Aqu2.1.36401_001	1.582803682	0.503628535	0.350724222
Aqu2.1.36403_001	0.6938564	1.700411472	1.229256286
Aqu2.1.36404_001	1.251880132	2.652719217	1.004875732
Aqu2.1.36405_001	1.913714564	1.250073114	1.483146807
Aqu2.1.36406_001	3.14333299	3.098831068	2.110216147
Aqu2.1.36407_001	2.971172032	2.114274329	2.212956068
Aqu2.1.36408_001	3.25577929	4.58003932	4.792804258
Aqu2.1.36409_001	1.648113825	2.495037253	1.796476964
Aqu2.1.36410_001	7.429135729	5.788152523	6.864794531
Aqu2.1.36411_001	1.150871627	2.440751703	1.501595204
Aqu2.1.36412_001	6.040501544	4.998454314	5.650584262
Aqu2.1.36413_001	5.31403668	5.226091563	5.595023944
Aqu2.1.36414_001	4.437092407	3.296041828	3.916042858
Aqu2.1.36415_001	2.669951247	1.551749158	2.279948132
Aqu2.1.36416_001	1.703938909	1.075737808	1.523042548
Aqu2.1.36417_001	2.990860337	3.136171161	3.277690892
Aqu2.1.36418_001	4.13594314	3.483976367	3.945368062
Aqu2.1.36420_001	4.445162729	5.55873098	4.966434037
Aqu2.1.36421_001	3.871404835	5.327632213	4.632254232
Aqu2.1.36422_001	2.634943534	3.048580376	1.577496431
Aqu2.1.36424_001	1.675652599	1.075917401	1.152509565
Aqu2.1.36425_001	3.766448246	2.454256029	2.091703326
Aqu2.1.36427_001	3.143520758	2.943423999	3.067134069
Aqu2.1.36428_001	0.591338028	1.424592198	0.636537958
Aqu2.1.36429_001	1.005713396	1.649612422	2.189695422
Aqu2.1.36430_001	3.434182469	5.08557632	3.981893737
Aqu2.1.36431_001	0.498878231	0.974621329	0.822251184
Aqu2.1.36435_001	3.197163361	4.672407587	3.130501366
Aqu2.1.36436_001	4.179206942	4.988260989	5.225996631
Aqu2.1.36437_001	4.523300468	4.090389331	3.753134294
Aqu2.1.36438_001	3.481375805	3.244422546	3.734970286
Aqu2.1.36439_001	6.452131418	5.74464309	6.474173614
Aqu2.1.36440_001	5.532886149	6.966887592	6.155282246
Aqu2.1.36441_001	0.942588896	1.290330701	0.678436929
Aqu2.1.36442_001	2.483090848	3.91514334	3.201842527
Aqu2.1.36443_001	2.9031263	1.549853326	1.392763021
Aqu2.1.36444_001	3.669151847	0.732151477	0.623743833
Aqu2.1.36445_001	3.289276505	4.10673847	3.49617958
Aqu2.1.36446_001	2.626682517	3.320266871	2.587170812
Aqu2.1.36447_001	1.609849725	3.13538265	2.985457168
Aqu2.1.36448_001	7.245399701	5.762751708	5.193593775
Aqu2.1.36449_001	3.673928543	4.80659931	4.421681767
Aqu2.1.36450_001	1.116906732	1.669536518	1.09251479
Aqu2.1.36454_001	2.531082873	4.842924499	3.433984647
Aqu2.1.36455_001	4.323491674	3.027092923	5.140167133
Aqu2.1.36456_001	1.520681894	3.025569807	3.236993385
Aqu2.1.36457_001	2.843513656	3.775720763	3.717233552
Aqu2.1.36459_001	0.930771047	0.692798846	0.800231252
Aqu2.1.36460_001	0.473352313	0.832490751	0.350724222
Aqu2.1.36461_001	3.93238871	2.775848309	1.421587566
Aqu2.1.36462_001	2.115250982	2.333041937	2.746303152
Aqu2.1.36464_001	3.354578292	3.58580746	4.295282271
Aqu2.1.36465_001	4.146466694	5.24713325	5.01002211
Aqu2.1.36466_001	4.670367748	5.188927782	5.661730256
Aqu2.1.36467_001	0.681590801	0.863255705	0.624471241
Aqu2.1.36468_001	0.94615093	1.833694868	1.20283093
Aqu2.1.36469_001	0.872304182	0.685147522	0.662225013
Aqu2.1.36471_001	0.658407874	0.82854904	0.851892733
Aqu2.1.36472_001	1.46538054	0.624609521	0.860732365
Aqu2.1.36473_001	0.769816241	0.892970406	1.465357111
Aqu2.1.36475_001	0.498878231	0.803306674	0.548679421
Aqu2.1.36476_001	3.31238919	0.820223804	1.545474554
Aqu2.1.36477_001	1.237525257	2.369894533	1.450504187
Aqu2.1.36478_001	3.974302134	2.187310624	3.134498398
Aqu2.1.36479_001	4.080977315	5.767782548	5.641591532
Aqu2.1.36480_001	1.203450919	2.131427639	1.780122007
Aqu2.1.36481_001	4.070537646	5.402277726	4.712121687
Aqu2.1.36482_001	0.757448387	0.508367205	0.881749042
Aqu2.1.36483_001	3.853399758	3.290130904	4.395855408
Aqu2.1.36484_001	3.177312887	4.076025538	3.521775957
Aqu2.1.36486_001	0.600766668	1.521488923	1.271707311
Aqu2.1.36487_001	1.460783874	1.716281861	3.743807849
Aqu2.1.36488_001	2.848697037	4.28785987	3.758477828
Aqu2.1.36489_001	3.409521139	2.506786548	4.846724112
Aqu2.1.36490_001	3.88401631	2.714582101	4.181517854
Aqu2.1.36492_001	0.531440344	1.017934275	0.905858421
Aqu2.1.36493_001	3.127853833	3.5147623	3.489403297
Aqu2.1.36494_001	1.546930457	2.11562305	0.964355858
Aqu2.1.36496_001	3.180434384	0.693597952	0.773346265
Aqu2.1.36497_001	1.948862504	3.07451251	1.867159988
Aqu2.1.36498_001	2.349263302	3.879053912	2.733722026
Aqu2.1.36499_001	1.781917155	4.016683107	3.585819133
Aqu2.1.36500_001	2.534531401	2.516533415	2.154902252
Aqu2.1.36501_001	5.751584981	6.582614071	6.66289935
Aqu2.1.36502_001	1.719583454	2.920418793	1.133751975
Aqu2.1.36503_001	0.473352313	0.777751609	1.03358279
Aqu2.1.36504_001	2.469514722	3.185592172	5.385048033
Aqu2.1.36505_001	1.087237966	1.259974313	2.235186683
Aqu2.1.36506_001	1.450302922	1.276458686	1.660887564
Aqu2.1.36507_001	5.238568504	5.085952367	6.209374294
Aqu2.1.36508_001	2.15619303	2.792893979	2.430100962
Aqu2.1.36509_001	4.800366462	3.964894613	4.819651929
Aqu2.1.36510_001	5.237388567	6.734125657	5.835831498
Aqu2.1.36511_001	2.8846497	5.028600354	4.478682282
Aqu2.1.36512_001	1.932576671	1.612087059	0.578145714
Aqu2.1.36514_001	1.529275001	3.151819691	2.325478441
Aqu2.1.36515_001	4.762700177	1.506755475	1.109007369
Aqu2.1.36516_001	3.401772544	3.597430527	4.011338184
Aqu2.1.36517_001	5.41125859	1.14997	2.432925758
Aqu2.1.36518_001	1.150847204	2.709330871	1.931077802
Aqu2.1.36519_001	1.692769251	3.765860259	4.759078804
Aqu2.1.36521_001	1.823799879	4.076040306	4.693731317
Aqu2.1.36522_001	1.33886412	2.650779736	2.724063256
Aqu2.1.36523_001	2.427642732	3.809946014	3.481119592
Aqu2.1.36524_001	1.288775971	1.824104621	2.130022874
Aqu2.1.36525_001	1.298851937	3.073668651	1.856975345
Aqu2.1.36526_001	4.829397005	1.388808511	3.732554253
Aqu2.1.36529_001	1.852857661	0.588139582	0.350724222
Aqu2.1.36530_001	3.007839416	3.117808732	1.760274392
Aqu2.1.36531_001	1.659351553	1.940748458	1.511196041
Aqu2.1.36533_001	1.461437801	2.666659045	2.635990023
